brand,product_name,parent_category,child_category,materials,price,Body materials_original,Body materials_normalized
Marks & Spencer,Air-Yarn Button Front Short Sleeve Cropped Cardigan,Tops,Sweater/Cardigan,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)",33.02,"[(51, 'polyester'), (41, 'acrylic'), (5, 'wool'), (3, 'elastane')]","[(51, 'polyester'), (41, 'acrylic'), (5, 'wool'), (3, 'elastane')]"
Marks & Spencer,Collared Button Front Short Sleeve Cropped Cardigan with Alpaca,Tops,Sweater/Cardigan,"90% polyester, 8% alpaca and 2% elastane",38.1,"[(90, 'polyester'), (8, 'alpaca'), (2, 'elastane')]","[(90, 'polyester'), (8, 'wool'), (2, 'elastane')]"
Marks & Spencer,Alpaca Blend Button Front Cropped Cardigan,Tops,Sweater/Cardigan,"35% wool, 35% alpaca, 27% polyamide and 3% elastane",69.85,"[(35, 'wool'), (35, 'alpaca'), (27, 'polyamide'), (3, 'elastane')]","[(70, 'wool'), (27, 'nylon'), (3, 'elastane')]"
Marks & Spencer,Keyhole Cosy Flute Sleeves Top,Tops,Shirt/Blouse,"91% polyester, 9% elastane (exclusive of trimmings)",29.21,"[(91, 'polyester'), (9, 'elastane')]","[(91, 'polyester'), (9, 'elastane')]"
Marks & Spencer,Soft Touch Striped Crew Neck Jumper,Tops,Sweater/Cardigan,"52% viscose, 29% polyester and19% polyamide (exclusive of trimmings)",38.1,"[(52, 'viscose'), (29, 'polyester'), (19, 'polyamide')]","[(52, 'viscose'), (29, 'polyester'), (19, 'nylon')]"
Marks & Spencer,Cloud-Yarn Ribbed V-Neck Jumper,Tops,Sweater/Cardigan,"57% polyester, 34% acrylic and 9% polyamide",45.72,"[(57, 'polyester'), (34, 'acrylic'), (9, 'polyamide')]","[(57, 'polyester'), (34, 'acrylic'), (9, 'nylon')]"
Marks & Spencer,Cloud-Yarn Pocket Crew Neck Knitted Waistcoat,Tops,Shirt/Blouse,"57% polyester, 34% acrylic and 9% polyamide",35.56,"[(57, 'polyester'), (34, 'acrylic'), (9, 'polyamide')]","[(57, 'polyester'), (34, 'acrylic'), (9, 'nylon')]"
Marks & Spencer,Pure Cotton Embellished Tie Front Gilet,Outerwear,Jacket,"100% cotton (exclusive of trimmings) , Lining - 100% polyester , Wadding / stuffing (thick layer of continuous fabric within a coat/jacket) - 100% polyester",76.2,"[(100, 'cotton')]","[(100, 'cotton')]"
Marks & Spencer,Wool Rich Pleated Wide Leg Trousers,Bottoms,Trousers/Chinos,"70% wool, 28% polyester and 2% elastane",125.73,"[(70, 'wool'), (28, 'polyester'), (2, 'elastane')]","[(70, 'wool'), (28, 'polyester'), (2, 'elastane')]"
Marks & Spencer,Striped Ribbed Stitch Detail Top,Tops,Shirt/Blouse,"98% viscose, 2% elastane (exclusive of trimmings)",57.15,"[(98, 'viscose'), (2, 'elastane')]","[(98, 'viscose'), (2, 'elastane')]"
Marks & Spencer,Panelled Asymmetric Waistcoat,Tops,Shirt/Blouse,"67% polyester, 29% viscose, 4% elastane",57.15,"[(67, 'polyester'), (29, 'viscose'), (4, 'elastane')]","[(67, 'polyester'), (29, 'viscose'), (4, 'elastane')]"
Marks & Spencer,Bandeau Ankle Grazer Tailored Jumpsuit,Dresses & Jumpsuits,Dress,"92% polyester, 8% elastane(exclusive of trimmings) , Lining - 100% polyester",63.5,"[(92, 'polyester'), (8, 'elastane')]","[(92, 'polyester'), (8, 'elastane')]"
Marks & Spencer,Cable Knit Relaxed Jumper with Alpaca,Tops,Sweater/Cardigan,"52% polyester, 31% acrylic, 9% polyamide and 8% alpaca (exclusive of trimmings)",50.16,"[(52, 'polyester'), (31, 'acrylic'), (9, 'polyamide'), (8, 'alpaca')]","[(52, 'polyester'), (31, 'acrylic'), (9, 'nylon'), (8, 'wool')]"
Marks & Spencer,Air-Yarn Button Front Short Sleeve Cropped Cardigan,Tops,Sweater/Cardigan,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)",33.02,"[(51, 'polyester'), (41, 'acrylic'), (5, 'wool'), (3, 'elastane')]","[(51, 'polyester'), (41, 'acrylic'), (5, 'wool'), (3, 'elastane')]"
Marks & Spencer,Soft Touch Fitted Cardigan,Tops,Sweater/Cardigan,"50% acrylic, 50% viscose",45.72,"[(50, 'acrylic'), (50, 'viscose')]","[(50, 'acrylic'), (50, 'viscose')]"
Marks & Spencer,Cotton Rich Collared Utility Car Coat,Outerwear,Coat,"38% polyester, 62% cotton (exclusive of trimmings), Lining - 100% polyester, Padding - 100% polyester, Cord trim - 99% cotton, 1% elastane",127.0,"[(38, 'polyester'), (62, 'cotton')]","[(62, 'cotton'), (38, 'polyester')]"
Marks & Spencer,Air-Yarn Button Front Short Sleeve Cropped Cardigan,Tops,Sweater/Cardigan,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)",33.02,"[(51, 'polyester'), (41, 'acrylic'), (5, 'wool'), (3, 'elastane')]","[(51, 'polyester'), (41, 'acrylic'), (5, 'wool'), (3, 'elastane')]"
Marks & Spencer,Animal Print Crew Neck Jumper,Tops,Sweater/Cardigan,100% acrylic (exclusive of trimmings),25.4,"[(100, 'acrylic')]","[(100, 'acrylic')]"
Marks & Spencer,Cloud-Yarn Pocket Crew Neck Knitted Waistcoat,Tops,Shirt/Blouse,"57% polyester, 34% acrylic and 9% polyamide",35.56,"[(57, 'polyester'), (34, 'acrylic'), (9, 'polyamide')]","[(57, 'polyester'), (34, 'acrylic'), (9, 'nylon')]"
Marks & Spencer,Soft Touch Striped Knitted Rugby Top,Tops,Sweater/Cardigan,"51% viscose, 27% polyester and 22% polyamide (exclusive of trimmings)",45.72,"[(51, 'viscose'), (27, 'polyester'), (22, 'polyamide')]","[(51, 'viscose'), (27, 'polyester'), (22, 'nylon')]"
Marks & Spencer,V-Neck Cropped Cardigan with Alpaca,Tops,Sweater/Cardigan,"43% polyamide, 20% alpaca, 20% wool, 14% acrylic, and 3% elastane",44.45,"[(43, 'polyamide'), (20, 'alpaca'), (20, 'wool'), (14, 'acrylic'), (3, 'elastane')]","[(43, 'nylon'), (40, 'wool'), (14, 'acrylic'), (3, 'elastane')]"
